# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-19 14:16:03 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01103010 MYSTIC RIVER AT ARLINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01103010
#    DD parameter   Description
#    01   00065     Gage height, feet
#    02   00060     Discharge, cubic feet per second
#    03   00055     Stream velocity, feet per second
#    06   00010     Temperature, water, degrees Celsius
#    07   00011     Temperature, water, degrees Fahrenheit
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00065	01_00065_cd	02_00060	02_00060_cd	03_00055	03_00055_cd	06_00010	06_00010_cd	07_00011	07_00011_cd
USGS	01103010	2015-12-17 02:00	EST	-0.95	P	-63	P	-0.33	P	7.6	P	45.5	P
USGS	01103010	2015-12-17 02:15	EST	-0.95	P	-105	P	-0.55	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 02:30	EST	-0.94	P	-63	P	-0.33	P	7.6	P	45.5	P
USGS	01103010	2015-12-17 02:45	EST	-0.94	P	-49	P	-0.26	P	7.7	P	45.5	P
USGS	01103010	2015-12-17 03:00	EST	-0.94	P	-21	P	-0.11	P	7.7	P	45.5	P
USGS	01103010	2015-12-17 03:15	EST	-0.94	P	-77	P	-0.40	P	7.7	P	45.4	P
USGS	01103010	2015-12-17 03:30	EST	-0.93	P	-21	P	-0.11	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 03:45	EST	-0.93	P	-6.7	P	-0.03	P	7.7	P	45.4	P
USGS	01103010	2015-12-17 04:00	EST	-0.93	P	36	P	0.19	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 04:15	EST	-0.93	P	-63	P	-0.33	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 04:30	EST	-0.92	P	22	P	0.11	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 04:45	EST	-0.91	P	-106	P	-0.55	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 05:00	EST	-0.91	P	-106	P	-0.55	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 05:15	EST	-0.91	P	79	P	0.41	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 05:30	EST	-0.91	P	7.5	P	0.04	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 05:45	EST	-0.91	P	-6.7	P	-0.03	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 06:00	EST	-0.90	P	-6.7	P	-0.03	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 06:15	EST	-0.90	P	-92	P	-0.48	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 06:30	EST	-0.90	P	50	P	0.26	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 06:45	EST	-0.90	P	-6.7	P	-0.03	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 07:00	EST	-0.89	P	7.6	P	0.04	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 07:15	EST	-0.89	P	-6.7	P	-0.03	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 07:30	EST	-0.88	P	7.6	P	0.04	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 07:45	EST	-0.88	P	-35	P	-0.18	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 08:00	EST	-0.89	P	-50	P	-0.26	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 08:15	EST	-0.89	P	-107	P	-0.55	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 08:30	EST	-0.89	P	-121	P	-0.62	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 08:45	EST	-0.89	P	-93	P	-0.48	P	7.6	P	45.3	P
USGS	01103010	2015-12-17 09:00	EST	-0.89	P	-6.7	P	-0.03	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 09:15	EST	-0.90	P	-21	P	-0.11	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 09:30	EST	-0.91	P	-35	P	-0.18	P	7.6	P	45.4	P
USGS	01103010	2015-12-17 09:45	EST	-0.93	P	-49	P	-0.26	P	7.6	P	45.5	P
USGS	01103010	2015-12-17 10:00	EST	-0.93	P	7.5	P	0.04	P	7.7	P	45.5	P
USGS	01103010	2015-12-17 10:15	EST	-0.95	P	-21	P	-0.11	P	7.7	P	45.6	P
USGS	01103010	2015-12-17 10:30	EST	-0.97	P	7.4	P	0.04	P	7.7	P	45.6	P
USGS	01103010	2015-12-17 10:45	EST	-0.98	P	-35	P	-0.18	P	7.8	P	45.6	P
USGS	01103010	2015-12-17 11:00	EST	-1.00	P	7.4	P	0.04	P	7.8	P	45.6	P
USGS	01103010	2015-12-17 11:15	EST	-1.02	P	-62	P	-0.33	P	7.8	P	45.6	P
USGS	01103010	2015-12-17 11:30	EST	-1.05	P	90	P	0.48	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 11:45	EST	-1.09	P	35	P	0.19	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 12:00	EST	-1.13	P	21	P	0.11	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 12:15	EST	-1.16	P	-73	P	-0.40	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 12:30	EST	-1.18	P	-46	P	-0.26	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 12:45	EST	-1.20	P	-20	P	-0.11	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 13:00	EST	-1.23	P	-33	P	-0.18	P	7.8	P	45.6	P
USGS	01103010	2015-12-17 13:30	EST	-1.27	P	-27	P	-0.15	P				
USGS	01103010	2015-12-17 13:45	EST	-1.29	P	-24	P	-0.14	P				
USGS	01103010	2015-12-17 14:00	EST	-1.30	P	-22	P	-0.12	P				
USGS	01103010	2015-12-17 14:15	EST	-1.32	P	-19	P	-0.11	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 14:30	EST	-1.33	P	58	P	0.33	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 14:45	EST	-1.34	P	-58	P	-0.33	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 15:00	EST	-1.35	P	-32	P	-0.18	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 15:15	EST	-1.36	P	45	P	0.26	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 15:30	EST	-1.37	P	32	P	0.19	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 15:45	EST	-1.37	P	-108	P	-0.62	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 16:00	EST	-1.38	P	-70	P	-0.40	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 16:15	EST	-1.38	P	-6.0	P	-0.03	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 16:30	EST	-1.38	P	-82	P	-0.48	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 16:45	EST	-1.38	P	-31	P	-0.18	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 17:00	EST	-1.37	P	32	P	0.19	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 17:15	EST	-1.36	P	20	P	0.11	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 17:30	EST	-1.36	P	-134	P	-0.77	P	7.8	P	45.7	P
USGS	01103010	2015-12-17 17:45	EST	-1.35	P	-32	P	-0.18	P	7.9	P	45.7	P
USGS	01103010	2015-12-17 18:00	EST	-1.34	P	-70	P	-0.40	P	7.9	P	45.7	P
USGS	01103010	2015-12-17 18:15	EST	-1.33	P	-71	P	-0.40	P	7.9	P	45.7	P
USGS	01103010	2015-12-17 18:30	EST	-1.32	P	6.9	P	0.04	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 18:45	EST	-1.30	P	6.9	P	0.04	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 19:00	EST	-1.29	P	6.9	P	0.04	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 19:15	EST	-1.27	P	-19	P	-0.11	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 19:30	EST	-1.26	P	-46	P	-0.26	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 19:45	EST	-1.24	P	-59	P	-0.33	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 20:00	EST	-1.23	P	60	P	0.33	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 20:15	EST	-1.22	P	-19	P	-0.11	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 20:30	EST	-1.21	P	-46	P	-0.26	P	8.0	P	45.8	P
USGS	01103010	2015-12-17 20:45	EST	-1.19	P	-46	P	-0.26	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 21:00	EST	-1.18	P	-33	P	-0.18	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 21:15	EST	-1.18	P	61	P	0.33	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 21:30	EST	-1.16	P	7.1	P	0.04	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 21:45	EST	-1.16	P	-87	P	-0.48	P	8.0	P	45.9	P
USGS	01103010	2015-12-17 22:00	EST	-1.15	P	74	P	0.41	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 22:15	EST	-1.16	P	-73	P	-0.40	P	7.9	P	45.9	P
USGS	01103010	2015-12-17 22:30	EST	-1.16	P	-127	P	-0.70	P	8.1	P	46.0	P
USGS	01103010	2015-12-17 22:45	EST	-1.17	P	34	P	0.19	P	8.1	P	46.0	P
USGS	01103010	2015-12-17 23:00	EST	-1.18	P	20	P	0.11	P	8.0	P	45.9	P
USGS	01103010	2015-12-17 23:15	EST	-1.19	P	20	P	0.11	P	7.9	P	45.9	P
USGS	01103010	2015-12-17 23:30	EST	-1.20	P	-59	P	-0.33	P	7.9	P	45.8	P
USGS	01103010	2015-12-17 23:45	EST	-1.22	P	-139	P	-0.77	P	7.9	P	45.8	P
USGS	01103010	2015-12-18 00:00	EST	-1.24	P	-59	P	-0.33	P	7.9	P	45.8	P
USGS	01103010	2015-12-18 00:15	EST	-1.25	P	-72	P	-0.40	P	7.9	P	45.9	P
USGS	01103010	2015-12-18 00:30	EST	-1.26	P	-32	P	-0.18	P	7.9	P	46.0	P
USGS	01103010	2015-12-18 00:45	EST	-1.27	P	33	P	0.19	P	7.9	P	46.1	P
USGS	01103010	2015-12-18 01:00	EST	-1.28	P	20	P	0.11	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 01:15	EST	-1.28	P	-19	P	-0.11	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 01:30	EST	-1.29	P	-71	P	-0.40	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 01:45	EST	-1.30	P	-84	P	-0.48	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 02:00	EST	-1.30	P	-71	P	-0.40	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 02:15	EST	-1.30	P	-84	P	-0.48	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 02:30	EST	-1.30	P	-32	P	-0.18	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 02:45	EST	-1.30	P	-58	P	-0.33	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 03:00	EST	-1.31	P	-19	P	-0.11	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 03:15	EST	-1.30	P	-6.1	P	-0.03	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 03:30	EST	-1.29	P	-84	P	-0.48	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 03:45	EST	-1.29	P	-32	P	-0.18	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 04:00	EST	-1.29	P	-32	P	-0.18	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 04:15	EST	-1.28	P	6.9	P	0.04	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 04:30	EST	-1.28	P	6.9	P	0.04	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 04:45	EST	-1.27	P	-6.2	P	-0.03	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 05:00	EST	-1.26	P	-32	P	-0.18	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 05:15	EST	-1.25	P	-125	P	-0.70	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 05:30	EST	-1.24	P	-72	P	-0.40	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 05:45	EST	-1.24	P	47	P	0.26	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 06:00	EST	-1.24	P	-72	P	-0.40	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 06:15	EST	-1.23	P	-46	P	-0.26	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 06:30	EST	-1.22	P	-33	P	-0.18	P	8.0	P	46.0	P
USGS	01103010	2015-12-18 06:45	EST	-1.21	P	-33	P	-0.18	P	8.0	P	46.0	P
USGS	01103010	2015-12-18 07:00	EST	-1.21	P	-33	P	-0.18	P	8.0	P	46.0	P
USGS	01103010	2015-12-18 07:15	EST	-1.20	P	74	P	0.41	P	7.9	P	46.0	P
USGS	01103010	2015-12-18 07:30	EST	-1.19	P	47	P	0.26	P	7.9	P	46.0	P
USGS	01103010	2015-12-18 07:45	EST	-1.19	P	-73	P	-0.40	P	8.0	P	46.0	P
USGS	01103010	2015-12-18 08:00	EST	-1.18	P	-86	P	-0.48	P	7.9	P	46.0	P
USGS	01103010	2015-12-18 08:15	EST	-1.18	P	-100	P	-0.55	P	7.9	P	46.1	P
USGS	01103010	2015-12-18 08:30	EST	-1.17	P	-73	P	-0.40	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 08:45	EST	-1.17	P	-60	P	-0.33	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 09:00	EST	-1.17	P	20	P	0.11	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 09:15	EST	-1.17	P	-46	P	-0.26	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 09:30	EST	-1.17	P	-60	P	-0.33	P	8.1	P	46.3	P
USGS	01103010	2015-12-18 09:45	EST	-1.17	P	34	P	0.19	P	8.1	P	46.3	P
USGS	01103010	2015-12-18 10:00	EST	-1.18	P	-46	P	-0.26	P	8.2	P	46.3	P
USGS	01103010	2015-12-18 10:15	EST	-1.18	P	7.1	P	0.04	P	8.2	P	46.4	P
USGS	01103010	2015-12-18 10:30	EST	-1.19	P	20	P	0.11	P	8.2	P	46.3	P
USGS	01103010	2015-12-18 10:45	EST	-1.19	P	-60	P	-0.33	P	8.2	P	46.3	P
USGS	01103010	2015-12-18 11:00	EST	-1.20	P	-46	P	-0.26	P	8.2	P	46.3	P
USGS	01103010	2015-12-18 11:15	EST	-1.21	P	7.0	P	0.04	P	8.2	P	46.2	P
USGS	01103010	2015-12-18 11:30	EST	-1.21	P	87	P	0.48	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 11:45	EST	-1.21	P	-99	P	-0.55	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 12:00	EST	-1.22	P	-33	P	-0.18	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 12:15	EST	-1.23	P	-72	P	-0.40	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 12:30	EST	-1.23	P	-19	P	-0.11	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 12:45	EST	-1.23	P	60	P	0.33	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 13:00	EST	-1.23	P	-99	P	-0.55	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 13:15	EST	-1.24	P	-19	P	-0.11	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 13:30	EST	-1.23	P	-85	P	-0.48	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 13:45	EST	-1.24	P	20	P	0.11	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 14:00	EST	-1.23	P	-33	P	-0.18	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 14:15	EST	-1.23	P	-85	P	-0.48	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 14:30	EST	-1.23	P	-46	P	-0.26	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 14:45	EST	-1.22	P	-59	P	-0.33	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 15:00	EST	-1.22	P	-6.2	P	-0.03	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 15:15	EST	-1.21	P	-46	P	-0.26	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 15:30	EST	-1.20	P	-46	P	-0.26	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 15:45	EST	-1.20	P	-46	P	-0.26	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 16:00	EST	-1.20	P	-33	P	-0.18	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 16:15	EST	-1.19	P	-6.3	P	-0.03	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 16:30	EST	-1.18	P	-20	P	-0.11	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 16:45	EST	-1.18	P	7.1	P	0.04	P	8.1	P	46.2	P
USGS	01103010	2015-12-18 17:00	EST	-1.17	P	-60	P	-0.33	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 17:15	EST	-1.16	P	-47	P	-0.26	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 17:30	EST	-1.15	P	-33	P	-0.18	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 17:45	EST	-1.15	P	-74	P	-0.40	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 18:00	EST	-1.14	P	-141	P	-0.77	P	8.1	P	46.1	P
USGS	01103010	2015-12-18 18:15	EST	-1.13	P	-60	P	-0.33	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 18:30	EST	-1.13	P	21	P	0.11	P	8.0	P	46.1	P
USGS	01103010	2015-12-18 18:45	EST	-1.12	P	-47	P	-0.26	P	7.9	P	46.1	P
USGS	01103010	2015-12-18 19:00	EST	-1.12	P	-33	P	-0.18	P	7.9	P	46.0	P
USGS	01103010	2015-12-18 19:15	EST	-1.12	P	-33	P	-0.18	P	7.9	P	46.0	P
USGS	01103010	2015-12-18 19:30	EST	-1.13	P	21	P	0.11	P	7.9	P	46.0	P
USGS	01103010	2015-12-18 19:45	EST	-1.11	P	7.2	P	0.04	P	7.9	P	46.0	P
USGS	01103010	2015-12-18 20:00	EST	-1.10	P	-34	P	-0.18	P	7.8	P	46.0	P
USGS	01103010	2015-12-18 20:15	EST	-1.10	P	7.2	P	0.04	P	7.8	P	45.9	P
USGS	01103010	2015-12-18 20:30	EST	-1.10	P	-6.4	P	-0.03	P	7.8	P	45.8	P
USGS	01103010	2015-12-18 20:45	EST	-1.09	P	-88	P	-0.48	P	7.8	P	45.7	P
USGS	01103010	2015-12-18 21:00	EST	-1.08	P	-6.4	P	-0.03	P	7.8	P	45.7	P
USGS	01103010	2015-12-18 21:15	EST	-1.08	P	35	P	0.19	P	7.8	P	45.7	P
USGS	01103010	2015-12-18 21:30	EST	-1.08	P	-61	P	-0.33	P	7.7	P	45.7	P
USGS	01103010	2015-12-18 21:45	EST	-1.08	P	-61	P	-0.33	P	7.7	P	45.6	P
USGS	01103010	2015-12-18 22:00	EST	-1.09	P	48	P	0.26	P	7.7	P	45.5	P
USGS	01103010	2015-12-18 22:15	EST	-1.08	P	-88	P	-0.48	P	7.6	P	45.5	P
USGS	01103010	2015-12-18 22:30	EST	-1.09	P	-47	P	-0.26	P	7.6	P	45.5	P
USGS	01103010	2015-12-18 22:45	EST	-1.10	P	-47	P	-0.26	P	7.6	P	45.4	P
USGS	01103010	2015-12-18 23:00	EST	-1.10	P	-61	P	-0.33	P	7.6	P	45.4	P
USGS	01103010	2015-12-19 00:00	EST	-1.15	P	-141	P	-0.77	P	7.5	P	45.3	P
USGS	01103010	2015-12-19 00:15	EST	-1.16	P	-167	P	-0.92	P	7.5	P	45.2	P
USGS	01103010	2015-12-19 00:30	EST	-1.16	P	-6.3	P	-0.03	P	7.4	P	45.2	P
USGS	01103010	2015-12-19 00:45	EST	-1.18	P	34	P	0.19	P	7.4	P	45.2	P
USGS	01103010	2015-12-19 01:00	EST	-1.18	P	-6.3	P	-0.03	P	7.4	P	45.2	P
USGS	01103010	2015-12-19 01:15	EST	-1.18	P	-60	P	-0.33	P	7.4	P	45.1	P
USGS	01103010	2015-12-19 01:30	EST	-1.19	P	-46	P	-0.26	P	7.4	P	45.1	P
USGS	01103010	2015-12-19 01:45	EST	-1.19	P	87	P	0.48	P	7.4	P	45.0	P
USGS	01103010	2015-12-19 02:00	EST	-1.19	P	-33	P	-0.18	P	7.3	P	45.0	P
USGS	01103010	2015-12-19 02:15	EST	-1.19	P	20	P	0.11	P	7.2	P	45.0	P
USGS	01103010	2015-12-19 02:30	EST	-1.19	P	-6.3	P	-0.03	P	7.2	P	44.9	P
USGS	01103010	2015-12-19 02:45	EST	-1.19	P	-100	P	-0.55	P	7.2	P	44.8	P
USGS	01103010	2015-12-19 03:00	EST	-1.19	P	114	P	0.63	P	7.1	P	44.8	P
USGS	01103010	2015-12-19 03:15	EST	-1.18	P	-46	P	-0.26	P	7.1	P	44.7	P
USGS	01103010	2015-12-19 03:30	EST	-1.18	P	-86	P	-0.48	P	7.1	P	44.6	P
USGS	01103010	2015-12-19 03:45	EST	-1.18	P	-60	P	-0.33	P	7.1	P	44.6	P
USGS	01103010	2015-12-19 04:00	EST	-1.17	P	34	P	0.19	P	7.1	P	44.5	P
USGS	01103010	2015-12-19 04:15	EST	-1.17	P	-73	P	-0.40	P	7.1	P	44.5	P
USGS	01103010	2015-12-19 04:30	EST	-1.16	P	-73	P	-0.40	P	7.1	P	44.5	P
USGS	01103010	2015-12-19 04:45	EST	-1.16	P	-33	P	-0.18	P	7.1	P	44.5	P
USGS	01103010	2015-12-19 05:00	EST	-1.15	P	-60	P	-0.33	P	7.1	P	44.5	P
USGS	01103010	2015-12-19 05:15	EST	-1.14	P	-87	P	-0.48	P	7.1	P	44.5	P
USGS	01103010	2015-12-19 05:30	EST	-1.13	P	75	P	0.41	P	7.1	P	44.4	P
USGS	01103010	2015-12-19 05:45	EST	-1.13	P	-20	P	-0.11	P	7.1	P	44.4	P
USGS	01103010	2015-12-19 06:00	EST	-1.12	P	89	P	0.48	P	7.0	P	44.3	P
USGS	01103010	2015-12-19 06:15	EST	-1.12	P	-101	P	-0.55	P	7.0	P	44.3	P
USGS	01103010	2015-12-19 06:30	EST	-1.11	P	48	P	0.26	P	6.9	P	44.2	P
USGS	01103010	2015-12-19 06:45	EST	-1.11	P	-74	P	-0.40	P	6.9	P	44.2	P
USGS	01103010	2015-12-19 07:00	EST	-1.10	P	-115	P	-0.62	P	6.9	P	44.1	P
USGS	01103010	2015-12-19 07:15	EST	-1.11	P	-20	P	-0.11	P	6.8	P	44.1	P
USGS	01103010	2015-12-19 07:30	EST	-1.09	P	-34	P	-0.18	P	6.8	P	44.0	P
USGS	01103010	2015-12-19 07:45	EST	-1.11	P	-115	P	-0.62	P	6.7	P	44.0	P
USGS	01103010	2015-12-19 08:00	EST	-1.09	P	-129	P	-0.70	P	6.7	P	43.9	P
USGS	01103010	2015-12-19 08:15	EST	-1.10	P	89	P	0.48	P	6.7	P	43.9	P
USGS	01103010	2015-12-19 08:30	EST	-1.09	P	-6.4	P	-0.03	P	6.7	P	43.9	P
USGS	01103010	2015-12-19 08:45	EST	-1.09	P	21	P	0.11	P	6.8	P	43.9	P
USGS	01103010	2015-12-19 09:00	EST	-1.08	P	35	P	0.19	P	6.7	P	43.8	P
USGS	01103010	2015-12-19 09:15	EST	-1.08	P	21	P	0.11	P	6.7	P	43.7	P
USGS	01103010	2015-12-19 09:30	EST	-1.07	P	-6.4	P	-0.03	P	6.7	P	43.7	P
USGS	01103010	2015-12-19 09:45	EST	-1.07	P	7.3	P	0.04	P	6.7	P	43.7	P
USGS	01103010	2015-12-19 10:00	EST	-1.08	P	-47	P	-0.26	P	6.7	P	43.8	P
USGS	01103010	2015-12-19 10:15	EST	-1.07	P	-6.4	P	-0.03	P	6.7	P	43.9	P
USGS	01103010	2015-12-19 10:30	EST	-1.07	P	62	P	0.33	P	6.7	P	44.0	P
USGS	01103010	2015-12-19 10:45	EST	-1.07	P	-6.4	P	-0.03	P	6.8	P	44.1	P
USGS	01103010	2015-12-19 11:00	EST	-1.08	P	-47	P	-0.26	P	6.9	P	44.2	P
USGS	01103010	2015-12-19 11:15	EST	-1.08	P	-6.4	P	-0.03	P	7.0	P	44.2	P
USGS	01103010	2015-12-19 11:30	EST	-1.07	P	35	P	0.19	P	7.1	P	44.3	P
USGS	01103010	2015-12-19 11:45	EST	-1.08	P	-61	P	-0.33	P	7.1	P	44.4	P
USGS	01103010	2015-12-19 12:00	EST	-1.06	P	-6.5	P	-0.03	P	7.0	P	44.5	P
USGS	01103010	2015-12-19 12:15	EST	-1.06	P	-6.5	P	-0.03	P	7.1	P	44.6	P
USGS	01103010	2015-12-19 12:30	EST	-1.07	P	-61	P	-0.33	P	7.1	P	44.7	P
USGS	01103010	2015-12-19 12:45	EST	-1.07	P	-6.4	P	-0.03	P	7.2	P	44.7	P
USGS	01103010	2015-12-19 13:00	EST	-1.03	P	7.3	P	0.04	P	7.2	P	44.8	P
USGS	01103010	2015-12-19 13:15	EST	-1.08	P	-6.4	P	-0.03	P	7.2	P	44.8	P
USGS	01103010	2015-12-19 13:30	EST	-1.08	P	21	P	0.11	P	7.2	P	44.9	P
USGS	01103010	2015-12-19 13:45	EST	-1.05	P	-117	P	-0.62	P	7.2	P	44.9	P
USGS	01103010	2015-12-19 14:00	EST	-1.08	P	35	P	0.19	P	7.2	P	44.8	P
USGS	01103010	2015-12-19 14:15	EST	-1.07	P	-75	P	-0.40	P	7.2	P	44.8	P
USGS	01103010	2015-12-19 14:30	EST	-1.06	P	49	P	0.26	P	7.1	P	44.7	P
USGS	01103010	2015-12-19 14:45	EST	-1.05	P	-6.5	P	-0.03	P	7.1	P	44.7	P
USGS	01103010	2015-12-19 15:00	EST	-1.06	P	62	P	0.33	P	7.1	P	44.6	P
USGS	01103010	2015-12-19 15:15	EST	-1.06	P	-20	P	-0.11	P	7.1	P	44.6	P
USGS	01103010	2015-12-19 15:30	EST	-1.05	P	-6.5	P	-0.03	P	7.1	P	44.5	P
USGS	01103010	2015-12-19 15:45	EST	-1.05	P	7.3	P	0.04	P	7.1	P	44.4	P
USGS	01103010	2015-12-19 16:00	EST	-1.03	P	-48	P	-0.26	P	7.1	P	44.4	P
USGS	01103010	2015-12-19 16:15	EST	-1.02	P	-62	P	-0.33	P	7.1	P	44.4	P
USGS	01103010	2015-12-19 16:30	EST	-1.02	P	-6.5	P	-0.03	P	7.1	P	44.4	P
USGS	01103010	2015-12-19 16:45	EST	-1.01	P	-20	P	-0.11	P	6.8	P	44.2	P
USGS	01103010	2015-12-19 17:00	EST	-1.01	P	7.4	P	0.04	P	6.9	P	44.1	P
USGS	01103010	2015-12-19 17:15	EST	-1.01	P	-6.5	P	-0.03	P	6.8	P	44.1	P
USGS	01103010	2015-12-19 17:30	EST	-1.03	P	7.3	P	0.04	P	6.8	P	44.0	P
USGS	01103010	2015-12-19 17:45	EST	-1.02	P	-48	P	-0.26	P	6.8	P	43.9	P
USGS	01103010	2015-12-19 18:00	EST	-1.00	P	77	P	0.41	P	6.6	P	43.6	P
USGS	01103010	2015-12-19 18:15	EST	-1.00	P	-62	P	-0.33	P	6.6	P	43.7	P
