# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:07:12 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104430 HOBBS BK BELOW CAMBRIDGE RES NR KENDALL GREEN, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104430
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    03   00010     00002     Temperature, water, degrees Celsius (Minimum)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#    04   00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#    13   00020     00001     Temperature, air, degrees Celsius (Maximum)
#    13   00020     00002     Temperature, air, degrees Celsius (Minimum)
#    13   00020     00003     Temperature, air, degrees Celsius (Mean)
#    14   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00001	03_00010_00001_cd	03_00010_00002	03_00010_00002_cd	03_00010_00003	03_00010_00003_cd	04_00095_00001	04_00095_00001_cd	04_00095_00002	04_00095_00002_cd	04_00095_00003	04_00095_00003_cd	13_00020_00001	13_00020_00001_cd	13_00020_00002	13_00020_00002_cd	13_00020_00003	13_00020_00003_cd	14_00045_00006	14_00045_00006_cd
USGS	01104430	2011-01-01	3.0	A	4.3	A	4.0	A	4.1	A	630	A	626	A	628	A	14.4	A	-0.6	A	5.4	A	0.00	A
USGS	01104430	2011-01-02	3.1	A	4.4	A	4.1	A	4.2	A	633	A	628	A	630	A	9.1	A	2.3	A	5.8	A	0.04	A:e
USGS	01104430	2011-01-03	3.0	A	4.4	A	4.1	A	4.2	A	638	A	631	A	634	A	2.3	A	-7.0	A	-1.5	A	0.00	A
USGS	01104430	2011-01-04	2.9	A	4.4	A	4.1	A	4.2	A	642	A	634	A	638	A	3.6	A	-8.0	A	-3.6	A	0.00	A
USGS	01104430	2011-01-05	2.9	A	4.4	A	4.1	A	4.2	A	649	A	640	A	644	A	3.6	A	-7.4	A	-2.5	A	0.00	A
USGS	01104430	2011-01-06	2.9	A	4.5	A	4.1	A	4.3	A	657	A	647	A	652	A	-0.9	A	-9.8	A	-5.7	A	0.00	A
USGS	01104430	2011-01-07	2.8	A	4.6	A	4.3	A	4.4	A	668	A	655	A	661	A	-0.3	A	-10.2	A	-4.0	A	0.00	A
USGS	01104430	2011-01-08	2.8	A	4.6	A	4.3	A	4.4	A	679	A	666	A	672	A	-0.7	A	-4.2	A	-2.3	A	0.00	A
USGS	01104430	2011-01-09	2.6	A	4.7	A	4.4	A	4.5	A	691	A	677	A	684	A	1.0	A	-4.5	A	-1.4	A	0.00	A
USGS	01104430	2011-01-10	2.6	A	4.8	A	4.5	A	4.6	A	706	A	688	A	697	A	1.4	A	-6.1	A	-2.9	A	0.00	A
USGS	01104430	2011-01-11	2.5	A	4.9	A	4.6	A	4.7	A	720	A	704	A	712	A	-1.6	A	-8.6	A	-4.4	A	0.00	A
USGS	01104430	2011-01-12	2.6	A	4.9	A	4.5	A	4.7	A	732	A	717	A	725	A	0.0	A	-3.7	A	-2.1	A	0.84	A
USGS	01104430	2011-01-13	2.6	A	5.0	A	4.7	A	4.8	A	744	A	731	A	738	A	-1.6	A	-7.6	A	-4.0	A	0.42	A
USGS	01104430	2011-01-14	2.6	A	5.1	A	4.7	A	4.9	A	752	A	741	A	746	A	-3.9	A	-14.9	A	-8.1	A	0.12	A
USGS	01104430	2011-01-15	2.7	A	5.2	A	4.7	A	4.9	A	757	A	749	A	753	A	-0.6	A	-18.3	A	-8.6	A	0.07	A
USGS	01104430	2011-01-16	2.7	A	5.2	A	4.8	A	5.0	A	769	A	753	A	761	A	0.9	A	-7.8	A	-2.3	A	0.01	A
USGS	01104430	2011-01-17	2.6	A	5.2	A	4.8	A	4.9	A	773	A	763	A	768	A	-7.3	A	-15.3	A	-10.5	A	0.00	A
USGS	01104430	2011-01-18	2.6	A	5.1	A	4.7	A	4.9	A	787	A	770	A	773	A	4.5	A	-12.0	A	-3.9	A	1.06	A
USGS	01104430	2011-01-19	2.6	A	5.2	A	4.9	A	5.0	A	784	A	776	A	780	A	3.8	A	-0.7	A	1.6	A	0.22	A
USGS	01104430	2011-01-20	2.5	A	5.3	A	4.9	A	5.0	A	792	A	782	A	787	A	-0.1	A	-5.8	A	-3.1	A	0.01	A
USGS	01104430	2011-01-21	2.4	A	5.4	A	4.8	A	5.1	A	802	A	790	A	796	A	-2.7	A	-7.1	A	-4.6	A	0.46	A
USGS	01104430	2011-01-22	2.4	A	5.3	A	4.9	A	5.1	A	808	A	798	A	803	A	-3.8	A	-19.1	A	-9.7	A	0.00	A
USGS	01104430	2011-01-23	2.4	A	5.4	A	4.9	A	5.1	A	821	A	806	A	814	A	-5.0	A	-21.8	A	-13.3	A	0.00	A
USGS	01104430	2011-01-24	2.1	A	5.3	A	5.0	A	5.1	A	830	A	818	A	824	A	-11.1	A	-20.8	A	-16.8	A	0.00	A
USGS	01104430	2011-01-25	1.9	A	5.5	A	5.0	A	5.2	A	843	A	827	A	834	A	-0.4	A	-15.2	A	-9.1	A	0.05	A
USGS	01104430	2011-01-26	1.9	A	5.5	A	5.0	A	5.2	A	864	A	841	A	853	A	-2.0	A	-17.1	A	-7.9	A	0.06	A
USGS	01104430	2011-01-27	1.9	A	5.3	A	4.8	A	5.1	A	908	A	861	A	881	A	1.2	A	-10.1	A	-3.6	A	0.67	A
USGS	01104430	2011-01-28	2.0	A	5.2	A	4.9	A	5.1	A	998	A	908	A	952	A	1.9	A	-14.1	A	-5.9	A	0.16	A
USGS	01104430	2011-01-29	2.0	A	5.3	A	4.8	A	5.0	A	1090	A	995	A	1040	A	3.2	A	-7.4	A	-2.4	A	0.03	A
USGS	01104430	2011-01-30	2.0	A	5.2	A	4.7	A	4.9	A	1140	A	1080	A	1110	A	2.5	A	-10.8	A	-5.2	A	0.01	A
USGS	01104430	2011-01-31	2.0	A	5.1	A	4.6	A	4.8	A	1170	A	1130	A	1150	A	-3.7	A	-14.3	A	-9.3	A	0.00	A
USGS	01104430	2011-02-01	2.1	A	5.0	A	4.5	A	4.7	A	1190	A	1160	A	1180	A	-6.9	A	-15.8	A	-9.5	A	0.35	A
USGS	01104430	2011-02-02	2.1	A	4.9	A	4.5	A	4.7	A	1200	A	1180	A	1190	A	-2.3	A	-7.4	A	-6.1	A	0.81	A
USGS	01104430	2011-02-03	2.0	A	5.1	A	4.6	A	4.8	A	1210	A	1180	A	1200	A	-4.2	A	-15.0	A	-8.7	A	0.18	A
USGS	01104430	2011-02-04	1.9	A	5.1	A	4.6	A	4.8	A	1210	A	1180	A	1200	A	0.8	A	-18.4	A	-8.6	A	0.04	A
USGS	01104430	2011-02-05	1.9	A	5.2	A	4.7	A	4.9	A	1210	A	1190	A	1200	A	2.0	A	-12.8	A	-3.9	A	0.42	A
USGS	01104430	2011-02-06	2.0	A	5.1	A	4.6	A	4.9	A	1200	A	1180	A	1190	A	5.5	A	-1.1	A	2.9	A	0.07	A
USGS	01104430	2011-02-07	2.0	A	5.1	A	4.6	A	4.8	A	1200	A	1180	A	1190	A	6.4	A	-5.0	A	1.1	A	0.02	A
USGS	01104430	2011-02-08	2.0	A	4.9	A	4.5	A	4.7	A	1190	A	1170	A	1180	A	3.4	A	-9.0	A	-1.1	A	0.30	A
USGS	01104430	2011-02-09	2.1	A	4.8	A	4.4	A	4.7	A	1190	A	1180	A	1180	A	-0.3	A	-13.0	A	-6.3	A	0.00	A
USGS	01104430	2011-02-10	1.9	A	5.0	A	4.4	A	4.7	A	1200	A	1180	A	1190	A	-3.0	A	-13.6	A	-5.9	A	0.00	A
USGS	01104430	2011-02-11	1.8	A	5.0	A	4.3	A	4.6	A	1210	A	1190	A	1200	A	-1.1	A	-18.2	A	-9.9	A	0.00	A
USGS	01104430	2011-02-12	1.6	A	4.9	A	4.4	A	4.7	A	1220	A	1190	A	1200	A	3.9	A	-13.4	A	-4.2	A	0.00	A
USGS	01104430	2011-02-13	1.5	A	4.9	A	4.5	A	4.7	A	1230	A	1200	A	1220	A	2.6	A	-9.9	A	-1.9	A	0.00	A
USGS	01104430	2011-02-14	1.5	A	5.0	A	4.5	A	4.7	A	1260	A	1220	A	1240	A	12.8	A	1.6	A	6.9	A	0.00	A
USGS	01104430	2011-02-15	1.5	A	4.9	A	4.3	A	4.6	A	1300	A	1250	A	1270	A	1.6	A	-8.1	A	-4.7	A	0.00	A
USGS	01104430	2011-02-16	1.4	A	5.0	A	4.4	A	4.6	A	1340	A	1280	A	1310	A	5.5	A	-11.2	A	-2.0	A	0.00	A
USGS	01104430	2011-02-17	1.4	A	5.1	A	4.4	A	4.6	A	1380	A	1340	A	1360	A	15.3	A	-2.9	A	4.8	A	0.00	A
USGS	01104430	2011-02-18	1.4	A	4.9	A	4.4	A	4.7	A	1400	A	1360	A	1380	A	16.1	A	0.3	A	7.3	A	0.09	A
USGS	01104430	2011-02-19	1.4	A	4.8	A	4.4	A	4.6	A	1410	A	1380	A	1400	A	9.0	A	-9.2	A	-0.2	A	0.00	A
USGS	01104430	2011-02-20	1.4	A	4.9	A	4.3	A	4.6	A	1430	A	1400	A	1410	A	1.7	A	-9.3	A	-4.2	A	0.00	A
USGS	01104430	2011-02-21	1.4	A	4.8	A	4.2	A	4.5	A	1440	A	1410	A	1420	A	-1.9	A	-10.9	A	-4.9	A	0.02	A
USGS	01104430	2011-02-22	1.3	A	5.0	A	4.2	A	4.6	A	1440	A	1410	A	1430	A	2.3	A	-12.7	A	-5.7	A	0.00	A
USGS	01104430	2011-02-23	1.4	A	5.1	A	4.3	A	4.6	A	1450	A	1420	A	1430	A	3.9	A	-7.5	A	-2.9	A	0.00	A
USGS	01104430	2011-02-24	1.2	A	5.2	A	4.3	A	4.6	A	1440	A	1410	A	1430	A	6.2	A	-11.6	A	-1.4	A	0.00	A
USGS	01104430	2011-02-25	1.3	A	5.0	A	4.4	A	4.7	A	1440	A	1370	A	1410	A	3.0	A	-1.8	A	0.8	A	1.53	A
USGS	01104430	2011-02-26	1.3	A	5.1	A	4.5	A	4.8	A	1420	A	1390	A	1400	A	2.3	A	-4.6	A	-0.9	A	0.00	A
USGS	01104430	2011-02-27	1.2	A	4.9	A	4.5	A	4.7	A	1410	A	1390	A	1400	A	-0.5	A	-8.3	A	-3.3	A	0.31	A
USGS	01104430	2011-02-28	1.3	A	4.9	A	4.5	A	4.7	A	1420	A	1380	A	1390	A	5.1	A	-5.2	A	0.0	A	0.70	A
USGS	01104430	2011-03-01	1.3	A	5.0	A	4.4	A	4.7	A	1390	A	1370	A	1380	A	3.4	A	-7.0	A	-0.6	A	0.00	A
USGS	01104430	2011-03-02	1.3	A	5.0	A	4.4	A	4.7	A	1380	A	1360	A	1370	A	7.8	A	-7.4	A	0.9	A	0.00	A
USGS	01104430	2011-03-03	1.3	A	5.0	A	4.3	A	4.6	A	1370	A	1350	A	1360	A	-2.5	A	-12.1	A	-7.4	A	0.00	A
USGS	01104430	2011-03-04	1.3	A	5.1	A	4.4	A	4.7	A	1370	A	1350	A	1360	A	2.9	A	-11.2	A	-4.1	A	0.00	A
USGS	01104430	2011-03-05	1.4	A	5.2	A	4.6	A	4.9	A	1370	A	1350	A	1360	A	12.4	A	-4.0	A	5.4	A	0.00	A
USGS	01104430	2011-03-06	1.4	A	5.3	A	4.8	A	5.1	A	1360	A	1340	A	1350	A	14.9	A	6.9	A	10.9	A	0.13	A
USGS	01104430	2011-03-07	1.5	A	5.5	A	4.9	A	5.2	A	1340	A	1310	A	1320	A	13.7	A	-2.6	A	5.3	A	0.64	A
USGS	01104430	2011-03-08	1.5	A	5.5	A	4.8	A	5.1	A	1330	A	1300	A	1310	A	5.2	A	-4.8	A	-0.6	A	0.00	A
USGS	01104430	2011-03-09	1.7	A	5.4	A	4.8	A	5.0	A	1310	A	1260	A	1280	A	2.5	A	-3.8	A	-0.3	A	0.00	A
USGS	01104430	2011-03-10	1.8	A	5.2	A	4.8	A	5.0	A	1280	A	1220	A	1250	A	4.4	A	1.4	A	3.3	A	0.05	A
USGS	01104430	2011-03-11	2.1	A	5.3	A	4.8	A	5.1	A	1230	A	1170	A	1190	A	10.9	A	4.2	A	7.5	A	0.55	A
USGS	01104430	2011-03-12	2.5	A	5.4	A	4.9	A	5.1	A	1180	A	1140	A	1150	A	10.4	A	0.8	A	5.4	A	0.00	A
USGS	01104430	2011-03-13	2.7	A	5.2	A	4.9	A	5.0	A	1140	A	1110	A	1130	A	9.1	A	0.0	A	4.8	A	0.00	A
USGS	01104430	2011-03-14	3.1	A	5.4	A	4.8	A	5.1	A	1120	A	1090	A	1110	A	4.7	A	-3.2	A	1.9	A	0.00	A
USGS	01104430	2011-03-15	3.2	A	5.6	A	5.0	A	5.3	A	1100	A	1070	A	1080	A	8.8	A	-4.0	A	1.7	A	0.00	A
USGS	01104430	2011-03-16	3.4	A	5.5	A	5.0	A	5.2	A	1080	A	1050	A	1070	A	5.9	A	-1.5	A	2.3	A	0.54	A
USGS	01104430	2011-03-17	3.7	A	5.9	A	5.1	A	5.4	A	1060	A	1050	A	1060	A	16.5	A	-0.7	A	7.4	A	0.00	A
USGS	01104430	2011-03-18	4.0	A	5.9	A	5.1	A	5.5	A	1060	A	1040	A	1050	A	21.2	A	6.3	A	13.6	A	0.00	A
USGS	01104430	2011-03-19	4.1	A	5.7	A	5.1	A	5.4	A	1050	A	919	A	988	A	11.3	A	-2.5	A	4.9	A	0.00	A
USGS	01104430	2011-03-20	4.2	A	5.8	A	5.0	A	5.4	A	978	A	948	A	966	A	6.7	A	-2.6	A	1.8	A	0.00	A
USGS	01104430	2011-03-21	4.3	A	5.7	A	5.1	A	5.4	A	1010	A	939	A	987	A	4.0	A	0.5	A	1.4	A	0.28	A
USGS	01104430	2011-03-22	4.3	A	5.3	A	4.8	A	5.1	A	968	A	914	A	939	A	6.0	A	-0.3	A	2.9	A	0.00	A
USGS	01104430	2011-03-23	4.2	A	5.3	A	4.7	A	5.0	A	955	A	888	A	924	A	3.3	A	-1.0	A	1.2	A	0.00	A
USGS	01104430	2011-03-24	4.3	A	4.9	A	4.4	A	4.7	A	910	A	854	A	883	A	3.0	A	-1.4	A	0.8	A	0.00	A
USGS	01104430	2011-03-25	4.4	A	5.4	A	4.4	A	4.8	A	952	A	876	A	907	A	5.8	A	-2.9	A	1.1	A	0.00	A
USGS	01104430	2011-03-26	4.5	A	5.4	A	4.3	A	4.7	A	960	A	900	A	925	A	3.7	A	-5.2	A	-0.7	A	0.00	A
USGS	01104430	2011-03-27	4.4	A	5.3	A	4.4	A	4.7	A	949	A	891	A	916	A	5.6	A	-4.5	A	0.5	A	0.00	A
USGS	01104430	2011-03-28	4.4	A	5.4	A	4.3	A	4.8	A	921	A	877	A	900	A	7.0	A	-3.1	A	1.9	A	0.00	A
USGS	01104430	2011-03-29	4.5	A	5.7	A	4.4	A	5.0	A	903	A	883	A	894	A	8.1	A	-3.2	A	2.9	A	0.00	A
USGS	01104430	2011-03-30	4.6	A	6.3	A	4.8	A	5.4	A	906	A	879	A	893	A	12.0	A	-3.1	A	4.6	A	0.00	A
USGS	01104430	2011-03-31	4.6	A	5.9	A	5.2	A	5.6	A	904	A	765	A	867	A	8.2	A	0.3	A	3.6	A	0.32	A
USGS	01104430	2011-04-01	4.8	A	5.9	A	5.1	A	5.4	A	887	A	735	A	772	A	4.2	A	0.7	A	1.6	A	0.69	A
USGS	01104430	2011-04-02	4.8	A	6.0	A	5.0	A	5.4	A	865	A	782	A	821	A	11.4	A	0.7	A	5.3	A	0.01	A
USGS	01104430	2011-04-03	4.8	A	6.6	A	5.1	A	5.7	A	819	A	749	A	778	A	11.7	A	-0.2	A	6.0	A	0.00	A
USGS	01104430	2011-04-04	4.9	A	6.1	A	5.6	A	5.9	A	834	A	774	A	812	A	8.3	A	-0.7	A	4.9	A	0.40	A
USGS	01104430	2011-04-05	5.0	A	6.5	A	5.8	A	6.1	A	818	A	752	A	785	A	17.5	A	3.9	A	9.2	A	0.09	A
USGS	01104430	2011-04-06	5.0	A	6.6	A	5.8	A	6.2	A	793	A	756	A	770	A	11.5	A	0.8	A	6.0	A	0.00	A
USGS	01104430	2011-04-07	5.0	A	7.4	A	6.1	A	6.6	A	765	A	754	A	760	A	11.7	A	-2.5	A	4.5	A	0.00	A
USGS	01104430	2011-04-08	5.0	A	8.2	A	6.4	A	7.1	A	768	A	758	A	762	A	11.9	A	-2.6	A	5.0	A	0.00	A
USGS	01104430	2011-04-09	4.9	A	7.1	A	6.4	A	6.7	A	764	A	756	A	760	A	17.2	A	-2.5	A	7.4	A	0.00	A
USGS	01104430	2011-04-10	5.0	A	7.1	A	6.3	A	6.7	A	764	A	758	A	761	A	18.3	A	1.3	A	10.6	A	0.00	A
USGS	01104430	2011-04-11	5.0	A	7.8	A	6.8	A	7.4	A	772	A	761	A	765	A	22.8	A	7.7	A	15.0	A	0.02	A
USGS	01104430	2011-04-12	5.0	A	9.4	A	7.6	A	8.6	A	789	A	766	A	778	A	18.1	A	7.8	A	14.4	A	0.12	A
USGS	01104430	2011-04-13	4.8	A	9.5	A	9.1	A	9.3	A	794	A	758	A	777	A	10.6	A	5.6	A	7.2	A	1.12	A
USGS	01104430	2011-04-14	4.8	A	10.6	A	9.0	A	9.7	A	770	A	756	A	764	A	16.8	A	3.7	A	10.3	A	0.01	A
USGS	01104430	2011-04-15	4.8	A	10.6	A	9.7	A	10.2	A	783	A	765	A	771	A	8.6	A	0.4	A	5.3	A	0.00	A
USGS	01104430	2011-04-16	4.7	A	10.3	A	9.7	A	9.9	A	771	A	764	A	768	A	7.3	A	-1.0	A	3.9	A	0.17	A
USGS	01104430	2011-04-17	7.5	A	10.3	A	9.7	A	9.9	A	773	A	749	A	765	A	16.6	A	7.2	A	12.0	A	1.18	A
USGS	01104430	2011-04-18	11	A	10.3	A	9.6	A	9.9	A	769	A	748	A	764	A	15.7	A	5.4	A	10.9	A	0.00	A
USGS	01104430	2011-04-19	12	A	10.5	A	10.0	A	10.2	A	762	A	754	A	759	A	11.8	A	5.7	A	7.9	A	0.21	A
USGS	01104430	2011-04-20	13	A	10.3	A	9.9	A	10.1	A	760	A	752	A	755	A	7.1	A	5.6	A	6.3	A	0.00	A
USGS	01104430	2011-04-21	13	A	10.6	A	9.8	A	10.2	A	762	A	746	A	755	A	12.1	A	3.8	A	8.3	A	0.00	A
USGS	01104430	2011-04-22	13	A	11.3	A	9.8	A	10.4	A	760	A	748	A	754	A	11.8	A	-0.4	A	6.7	A	0.00	A
USGS	01104430	2011-04-23	14	A	11.0	A	10.0	A	10.3	A	764	A	746	A	755	A	10.4	A	3.5	A	7.3	A	0.45	A
USGS	01104430	2011-04-24	16	A	11.3	A	10.2	A	10.6	A	769	A	760	A	764	A	23.0	A	9.9	A	16.5	A	0.03	A
USGS	01104430	2011-04-25	15	A	12.0	A	11.2	A	11.6	A	771	A	761	A	766	A	14.2	A	8.5	A	12.6	A	0.00	A
USGS	01104430	2011-04-26	14	A	13.9	A	11.6	A	12.6	A	772	A	761	A	766	A	19.8	A	8.5	A	11.8	A	0.01	A
USGS	01104430	2011-04-27	13	A	13.4	A	10.7	A	12.3	A	770	A	756	A	766	A	26.1	A	9.7	A	17.8	A	0.01	A
USGS	01104430	2011-04-28	13	A	12.4	A	10.9	A	11.5	A	772	A	762	A	767	A	21.8	A	17.3	A	19.7	A	0.03	A
USGS	01104430	2011-04-29	13	A	14.2	A	12.2	A	13.3	A	776	A	768	A	772	A	24.1	A	10.0	A	18.1	A	0.00	A
USGS	01104430	2011-04-30	12	A	15.0	A	14.0	A	14.5	A	778	A	771	A	775	A	16.2	A	10.2	A	13.3	A	0.00	A
USGS	01104430	2011-05-01	11	A	15.4	A	14.2	A	14.8	A	781	A	773	A	777	A	14.8	A	4.7	A	9.9	A	0.00	A
USGS	01104430	2011-05-02	10	A	15.9	A	14.3	A	15.0	A	784	A	774	A	777	A	21.4	A	2.7	A	12.7	A	0.00	A
USGS	01104430	2011-05-03	9.7	A	16.6	A	14.5	A	15.2	A	780	A	771	A	777	A	23.1	A	11.7	A	16.9	A	0.00	A
USGS	01104430	2011-05-04	9.8	A	15.5	A	14.7	A	15.1	A	779	A	767	A	774	A	18.2	A	8.8	A	14.5	A	0.42	A
USGS	01104430	2011-05-05	11	A	15.4	A	14.7	A	15.1	A	777	A	767	A	772	A	13.5	A	6.4	A	9.4	A	0.09	A
USGS	01104430	2011-05-06	10	A	15.0	A	14.2	A	14.6	A	778	A	768	A	773	A	21.6	A	4.2	A	13.9	A	0.00	A
USGS	01104430	2011-05-07	9.8	A	15.1	A	14.4	A	14.6	A	777	A	766	A	772	A	21.7	A	9.8	A	13.2	A	0.19	A
USGS	01104430	2011-05-08	9.9	A	15.7	A	14.5	A	15.1	A	781	A	769	A	775	A	16.5	A	9.1	A	12.5	A	0.00	A
USGS	01104430	2011-05-09	9.5	A	16.3	A	15.0	A	15.6	A	786	A	773	A	779	A	19.2	A	9.3	A	14.5	A	0.00	A
USGS	01104430	2011-05-10	9.0	A	15.8	A	15.0	A	15.4	A	785	A	773	A	779	A	15.7	A	10.0	A	12.5	A	0.01	A
USGS	01104430	2011-05-11	8.6	A	15.5	A	14.7	A	15.0	A	787	A	772	A	779	A	17.2	A	9.5	A	12.3	A	0.07	A
USGS	01104430	2011-05-12	8.0	A	15.6	A	14.6	A	15.0	A	785	A	774	A	779	A	15.9	A	8.3	A	12.4	A	0.00	A
USGS	01104430	2011-05-13	7.6	A	16.8	A	14.8	A	15.7	A	788	A	775	A	781	A	18.2	A	6.1	A	12.2	A	0.00	A
USGS	01104430	2011-05-14	7.2	A	16.1	A	15.1	A	15.6	A	788	A	778	A	784	A	14.5	A	6.8	A	11.4	A	0.00	A
USGS	01104430	2011-05-15	8.9	A	15.7	A	15.0	A	15.4	A	786	A	773	A	779	A	15.4	A	9.7	A	12.4	A	0.74	A
USGS	01104430	2011-05-16	10	A	15.4	A	14.6	A	15.0	A	783	A	775	A	779	A	9.9	A	8.9	A	9.4	A	0.15	A
USGS	01104430	2011-05-17	11	A	14.8	A	14.2	A	14.5	A	782	A	774	A	779	A	9.5	A	8.3	A	8.9	A	0.34	A
USGS	01104430	2011-05-18	11	A	14.5	A	14.0	A	14.2	A	782	A	774	A	779	A	12.0	A	9.5	A	10.8	A	0.11	A
USGS	01104430	2011-05-19	13	A	15.2	A	14.0	A	14.5	A	788	A	771	A	781	A	18.0	A	10.8	A	13.3	A	0.26	A
USGS	01104430	2011-05-20	13	A	16.8	A	14.7	A	15.5	A	789	A	780	A	783	A	19.9	A	10.9	A	14.4	A	0.03	A
USGS	01104430	2011-05-21	12	A	18.6	A	15.9	A	16.9	A	792	A	782	A	786	A	21.7	A	9.7	A	15.8	A	0.00	A
USGS	01104430	2011-05-22	11	A	17.7	A	15.8	A	16.6	A	790	A	783	A	786	A	12.9	A	8.7	A	10.6	A	0.00	A
USGS	01104430	2011-05-23	11	A	15.9	A	14.5	A	14.9	A	789	A	781	A	785	A	16.9	A	9.6	A	12.7	A	0.10	A
USGS	01104430	2011-05-24	10	A	15.8	A	14.4	A	15.0	A	787	A	778	A	784	A	26.9	A	16.9	A	20.9	A	0.02	A
USGS	01104430	2011-05-25	10	A	18.7	A	15.6	A	17.2	A	793	A	776	A	786	A	23.9	A	14.6	A	19.6	A	0.00	A
USGS	01104430	2011-05-26	9.2	A	17.6	A	16.0	A	16.8	A	789	A	771	A	782	A	27.2	A	12.7	A	20.4	A	0.00	A
USGS	01104430	2011-05-27	8.6	A	19.5	A	16.4	A	18.1	A	782	A	762	A	775	A	31.0	A	17.9	A	23.4	A	0.00	A
USGS	01104430	2011-05-28	8.0	A	21.0	A	18.1	A	19.3	A	791	A	759	A	778	A	25.4	A	17.2	A	21.1	A	0.00	A
USGS	01104430	2011-05-29	7.5	A	19.8	A	18.2	A	19.2	A	801	A	785	A	793	A	28.5	A	19.3	A	23.5	A	0.00	A
USGS	01104430	2011-05-30	7.2	A	22.2	A	19.6	A	20.7	A	806	A	793	A	798	A	29.8	A	20.0	A	24.2	A	0.00	A
USGS	01104430	2011-05-31	6.4	A	22.6	A	20.5	A	21.8	A	810	A	797	A	803	A	26.5	A	17.5	A	22.5	A	0.00	A
USGS	01104430	2011-06-01	10	A	20.8	A	15.9	A	17.9	A	808	A	789	A	798	A	28.7	A	16.8	A	21.4	A	0.58	A
USGS	01104430	2011-06-02	13	A	17.4	A	16.4	A	16.8	A	804	A	789	A	794	A	22.5	A	12.6	A	17.2	A	0.00	A
USGS	01104430	2011-06-03	12	A	17.0	A	16.1	A	16.6	A	799	A	790	A	794	A	19.9	A	9.7	A	15.2	A	0.00	A
USGS	01104430	2011-06-04	11	A	16.7	A	16.1	A	16.4	A	797	A	788	A	793	A	18.6	A	8.2	A	13.5	A	0.00	A
USGS	01104430	2011-06-05	11	A	16.6	A	16.1	A	16.3	A	794	A	788	A	791	A	21.3	A	6.3	A	14.6	A	0.00	A
USGS	01104430	2011-06-06	11	A	17.1	A	16.2	A	16.5	A	797	A	789	A	792	A	24.5	A	10.5	A	18.3	A	0.00	A
USGS	01104430	2011-06-07	10	A	17.2	A	16.3	A	16.6	A	795	A	786	A	790	A	29.3	A	12.7	A	21.3	A	0.00	A
USGS	01104430	2011-06-08	10	A	17.3	A	16.5	A	16.8	A	793	A	786	A	789	A	30.9	A	16.7	A	24.4	A	0.00	A
USGS	01104430	2011-06-09	10	A	17.6	A	16.6	A	17.0	A	792	A	786	A	789	A	29.9	A	19.3	A	22.7	A	0.91	A
USGS	01104430	2011-06-10	10	A	17.8	A	16.8	A	17.3	A	792	A	785	A	789	A	25.3	A	16.4	A	20.1	A	0.00	A
USGS	01104430	2011-06-11	10	A	17.4	A	16.9	A	17.1	A	791	A	784	A	788	A	17.3	A	11.4	A	14.9	A	0.57	A
USGS	01104430	2011-06-12	10	A	17.2	A	16.5	A	16.9	A	790	A	782	A	787	A	14.3	A	11.8	A	12.9	A	0.35	A
USGS	01104430	2011-06-13	10	A	17.1	A	16.5	A	16.8	A	793	A	785	A	788	A	19.3	A	11.6	A	14.6	A	0.01	A
USGS	01104430	2011-06-14	10	A	17.0	A	16.5	A	16.7	A	791	A	786	A	789	A	15.6	A	12.0	A	13.9	A	0.01	A
USGS	01104430	2011-06-15	10	A	17.3	A	16.3	A	16.7	A	794	A	790	A	791	A	22.9	A	11.3	A	16.7	A	0.00	A
USGS	01104430	2011-06-16	10	A	17.1	A	16.5	A	16.8	A	795	A	788	A	792	A	29.0	A	12.9	A	21.0	A	0.00	A
USGS	01104430	2011-06-17	10	A	17.1	A	16.6	A	16.8	A	798	A	790	A	793	A	22.2	A	15.7	A	19.4	A	0.09	A
USGS	01104430	2011-06-18	10	A	17.5	A	16.7	A	17.0	A	799	A	793	A	796	A	26.6	A	16.8	A	21.3	A	0.00	A
